id,dataset_id,description,description_chinese,translation_status,translation_error
416,pjm_lmp_real_time_5_min,"Real-time LMP in 5 minute intervals as reported by PJM. Also includes load-weighted average transmission zone and residual aggregate prices, which are estimates by PJM. 

The location types present are:

- *ZONE*
- *HUB*
- *AGGREGATE*
- *INTERFACE*
- *EHV*
- *BUS*","PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）报告的5分钟间隔实时节点边际电价（LMP）。还包括按负荷加权的输电区域平均价格和剩余聚合价格，这些是PJM的估计值。

存在的位置类型包括：

- ZONE（区域）
- HUB（枢纽）
- AGGREGATE（聚合点）
- INTERFACE（接口）
- EHV（超高压节点）
- BUS（母线）",done,
417,pjm_lmp_real_time_hourly,"Hourly, real-time, LMP data for all buses and aggregates in PJM. Also includes load-weighted average transmission zone and residual aggregate prices, which are estimates by PJM. This dataset is published daily with a day of lag time. 

Pricing node types include:

* *AGGREGATE*
* *EHV*
* *EXT*
* *GEN*
* *HUB*
* *INTERFACE*
* *LOAD*
* *RESIDUAL_METERED_EDC*
* *ZONE*  ","PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）中所有母线和聚合点的小时级实时节点边际电价（LMP）数据。还包括按负荷加权的输电区域平均价格和剩余聚合价格，这些是PJM的估计值。此数据集每日发布，延迟一天。

定价节点类型包括：

* AGGREGATE（聚合点）
* EHV（超高压节点）
* EXT（外部节点）
* GEN（发电节点）
* HUB（枢纽）
* INTERFACE（接口）
* LOAD（负荷节点）
* RESIDUAL_METERED_EDC（剩余计量配电公司）
* ZONE（区域）",done,
418,pjm_lmp_real_time_unverified_hourly,Real-Time unverified locational marginal pricing (LMP) data for all bus locations.,所有母线位置的实时未验证节点边际电价（LMP）数据。,done,
419,pjm_load,"Real time PJM load across each zone, region, and RTO total in 5 minute intervals.",PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）各区域、地区以及RTO（区域输电组织）总计的实时负荷，数据间隔为5分钟。,done,
420,pjm_load_forecast,"PJM hourly load forecast for the next seven days resampled to 5 minute intervals.

- Only includes data from the most recent published vintage for each interval
- Only includes data for the combined RTO (not individual forecast areas)","PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）未来七天的小时级负荷预测，重采样至5分钟间隔。

- 仅包含每个时间间隔最近一期发布的数据。
- 仅包含RTO（区域输电组织）整体的数据（不包含单个预测区域）。",done,
421,pjm_load_forecast_5_min,Five-minute load forecast data showing forecast amounts every five minutes for a two hour window by area. This forecast is updated every five minutes. The data is presented for 25 areas to maintain consistency with the seven day load forecasts ,五分钟负荷预测数据，按区域显示未来两小时窗口内每五分钟的预测值。此预测每五分钟更新一次。数据按25个区域呈现，以与七天负荷预测保持一致。,done,
422,pjm_load_forecast_hourly,"PJM hourly load forecast for the next seven days by region and zone.

- Includes all published vintages.
- Published every half hour on the quarter E.g. 1:15 and 1:45
- Includes data for all forecast areas.
- Data available at https://dataminer2.pjm.com/feed/load_frcstd_7_day/definition.
- For more history use `load_forecast_hourly_historical` (note the historical dataset does not contain all the forecast areas as the current dataset does)","PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）按地区和区域划分的未来七天小时级负荷预测。

- 包含所有已发布的版本。
- 每半小时在整点过15分和45分发布（例如1:15和1:45）。
- 包含所有预测区域的数据。
- 数据可在 https://dataminer2.pjm.com/feed/load_frcstd_7_day/definition 获取。
- 如需更多历史数据，请使用 load_forecast_hourly_historical（请注意，历史数据集不包含与当前数据集一样多的预测区域）。",done,
423,pjm_load_forecast_hourly_historical,"This feed provides forecasted load, grouped by the date and time the forecast
was created. Forecasts are provided every six hours starting one day prior to the
Effective Date.

- Includes all published vintages
- Includes data for all forecast areas
- For additional forecast areas and publish times for recent dates, use
    `load_forecast_hourly`
- Data available at https://dataminer2.pjm.com/feed/load_frcstd_hist/definition","此数据源提供按预测创建日期和时间分组的预测负荷。预测从生效日期前一天开始，每六小时提供一次。

- 包含所有已发布的版本。
- 包含所有预测区域的数据。
- 如需近期日期的更多预测区域和发布时间，请使用 load_forecast_hourly。
- 数据可在 https://dataminer2.pjm.com/feed/load_frcstd_hist/definition 获取。",done,
424,pjm_load_metered_hourly,"The MWh net energy consumption by each service territory within PJM. Data is further broken up into NERC region, zone, and load areas.",PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）内每个服务区域的总净电能消耗（兆瓦时）。数据进一步按NERC区域、区域和负荷区进行细分。,done,
425,pjm_marginal_emission_rates_5_min,"PJM estimates marginal emissions every five minutes for load zones across the grid. These estimates include CO₂, SO₂, and NOₓ, expressed in lbs/MWh. The calculation reflects the physical costs of power flows, capturing the impact of congestion on nodal emissions. When imports are marginal at a node, PJM assigns them zero emissions because the fuel source is unknown. PJM notes several caveats in its data catalog due to the complexity and variability of the underlying data. These emissions estimates, along with PJM’s own disclaimers, are discussed in more detail in this blog post: https://blog.gridstatus.io/apple-grid-forecast/",PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）每五分钟估算一次全电网负荷区的边际排放率。这些估算包括CO₂、SO₂和NOₓ，单位为磅/兆瓦时（lbs/MWh）。该计算反映了功率流的物理成本，捕捉了阻塞对节点排放的影响。当节点上边际出力来自外部进口时，PJM将其排放率归为零，因为燃料来源未知。PJM在其数据目录中指出了若干注意事项，原因是基础数据具有复杂性和可变性。关于这些排放估算以及PJM自身的免责声明，详见此博客文章：https://blog.gridstatus.io/apple-grid-forecast/,done,
426,pjm_marginal_value_day_ahead_hourly,"Day-ahead binding constraint data for PJM. This includes the contingency and the shadow price, or marginal value of 1 MW of relaxation.",PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）的日前约束数据。包括故障事件及其影子价格，即放松1兆瓦约束的边际价值。,done,
427,pjm_marginal_value_real_time_5_min,"Real-time binding constraint data for PJM. This includes the contingency and the shadow price, or marginal value of 1 MW of relaxation.

This dataset is the 5-minute feed which began on April 1st, 2018.","PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）的实时绑定约束数据。这包括事故和影子价格，即放松1兆瓦约束的边际价值。

此数据集是自2018年4月1日开始提供的5分钟数据源。",done,
428,pjm_net_exports_by_state_hourly,"This dataset contains the hourly difference between generation and load in each of PJM’s 13 states as well as Washington, DC. Negative values indicate net flows into the state whereas positive indicate exports. This dataset does not account for actual power flows. ",该数据集包含PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）覆盖的13个州以及华盛顿特区每小时发电量与负荷之间的差值。负值表示净电力流入该州，正值表示净出口。此数据集不涉及实际电力潮流。,done,
429,pjm_operational_reserves,"This dataset contains operating reserve values in MWs in PJM for the entire
RTO and Mid-Atlantic/Dominion region and is updated every 15 seconds.

Values are included for the Primary Reserve Requirement, Total, and
Requirement from Markets; the Synchronized Reserve Requirement, Total,
and Requirement from Markets; and the 30-Minute Total and Requirement
from Markets.

⚠️ PJM does not typically backfill this data series in the event of data drops.","该数据集包含PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）整个RTO（区域输电组织）以及中大西洋/道明尼地区的运行备用数值（单位为兆瓦），每15秒更新一次。

数据包括：一次备用需求、总量及来自市场的需求；同步备用需求、总量及来自市场的需求；以及三十分钟备用总量及来自市场的需求。

⚠️ 在数据丢失的情况下，PJM通常不会补填此数据系列。",done,
430,pjm_outages_90_day_forecast,"Forecast total MWs of generation on outage in PJM, including the West region, out 90 days. Unlike the dataset [here](https://staging.preview.gridstatus.io/datasets/pjm_outages_daily), this forecast from PJM does not separate out the type of outages and lacks additional location classifications.",PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）未来90天内（包括西部地区）停运发电容量的预测总兆瓦值。与 此处 的数据集不同，此PJM预测数据没有区分停运类型，也缺少其他位置分类。,done,
431,pjm_outages_daily,"PJM generation outage data

Actual and forecasted megawatts of generation outages divided by region (RTO Wide, Mid-A/Dominion, and Western) and type of outage(Planned, Maintenance, and Forced). Bal-Day data is typically updated around 6AM ET and is forecasted out 6 days. ","PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）发电停运数据

按区域（RTO全域、中大西洋/道明尼和西部）和停运类型（计划、维护和强制）划分的实际和预测发电停运兆瓦数。当日（Bal-Day）数据通常在美国东部时间早上6点左右更新，并预测未来6天的情况。",done,
432,pjm_pai_intervals_5_min,"This dataset summarizes the status of Performance Assessment Intervals (PAIs) in PJM. A PAI is a specific time interval during which emergency conditions on the PJM system require operators to call on resources that participate in the capacity market. Resources are evaluated on their performance during these intervals and may receive penalties or bonuses based on how they perform. PAIs are relatively rare, but when one is issued, PJM identifies whether it applies to a specific subzone or the entire RTO.",该数据集汇总了PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）中性能评估间隔（PAIs）的状态。PAI是指PJM系统出现紧急状况，需要运营商调用参与容量市场的资源的特定时间间隔。PJM根据资源在这些间隔期间的表现进行评估，并可能根据其表现给予惩罚或奖励。PAIs相对罕见，但一旦发布，PJM会指明其适用于特定子区域还是整个RTO（区域输电组织）。,done,
